"","Entrez","Ensembl","HGNC","SU-aGBM5_DMSO_1","SU-aGBM5_DMSO_2","SU-aGBM5_DT24_1","SU-aGBM5_DT24_2","SU-aGBM5_DT48_1","SU-aGBM5_DT48_2"
"3038","3257","ENSG00000107521","HPS1",944,994,1188,1208,1407,1430
"40243","100616482","ENSG00000264610","MIR4685",0,0,0,0,0,0
"15811","60495","ENSG00000172987","HPSE2",0,0,3,0,0,0
"35102","100271218","ENSG00000234109","RPL7P36",0,0,0,0,0,0
"11554","26507","ENSG00000119946","CNNM1",0,0,0,0,0,1
"2486","2805","ENSG00000120053","GOT1",1731,1662,1102,1050,1214,1379
"42734","101927324","ENSG00000257582","LINC01475",0,0,0,0,0,0
"21483","159296","ENSG00000119919","NKX2-3",0,0,0,0,0,0
"17621","81894","ENSG00000155287","SLC25A28",377,288,365,388,511,543
"15218","57089","ENSG00000198018","ENTPD7",1025,1039,1049,1060,1436,1464
"38170","100422254","ENSG00000233690","EBAG9P1",0,4,2,7,2,1
"13126","51076","ENSG00000119929","CUTC",295,351,296,276,279,395
"1203","1355","ENSG00000014919","COX15",1341,1518,1535,1516,1567,1733
"1112","1244","ENSG00000023839","ABCC2",3,14,7,13,12,16
"27280","414134","ENSG00000227351","NANOGP6",0,0,0,0,0,0
"10730","23268","ENSG00000107554","DNMBP",4071,4110,1682,2072,1869,1858
"34029","100188954","ENSG00000227695","DNMBP-AS1",0,0,0,0,0,0
"1217","1369","ENSG00000120054","CPN1",0,0,1,0,0,0
"9673","10613","ENSG00000107566","ERLIN1",1680,1945,1508,1562,1631,1794
"1043","1147","ENSG00000213341","CHUK",680,781,619,574,649,764
"14419","55280","ENSG00000095485","CWF19L1",454,401,351,422,411,462
"30271","677800","ENSG00000212464","SNORA12",0,0,1,0,1,0
"36065","100289414","ENSG00000230224","PHB1P9",4,1,1,0,2,0
"54570","106480580","ENSG00000207362","RNU6-422P",0,0,0,0,0,0
"23081","282991","ENSG00000196072","BLOC1S2",1538,1299,1280,1262,1273,1355
"8212","9033","ENSG00000107593","PKD2L1",0,0,0,0,0,1
"5948","6319","ENSG00000099194","SCD",18623,20403,27008,27772,28591,31187
"18630","90271","ENSG00000235823","OLMALINC",237,249,211,265,374,394
"7070","7479","ENSG00000075290","WNT8B",0,0,5,2,9,1
"11280","25956","ENSG00000075826","SEC31B",10,28,20,27,32,35
"4480","4714","ENSG00000166136","NDUFB8",215,261,136,134,150,175
"14640","55662","ENSG00000166135","HIF1AN",1604,1630,1286,1423,1615,1687
"4799","5076","ENSG00000075891","PAX2",0,0,0,0,0,0
"14688","55719","ENSG00000119906","SLF2",2188,2377,1942,2157,2026,2157
"18120","84545","ENSG00000055950","MRPL43",1063,1171,1108,1056,1086,1435
"15608","57715","ENSG00000095539","SEMA4G",24,31,90,92,119,110
"30499","693193","ENSG00000207551","MIR608",0,0,0,0,0,0
"15035","56652","ENSG00000107815","TWNK",507,441,285,311,285,357
"18074","84445","ENSG00000107816","LZTS2",2547,2593,2533,2679,3095,3392
"16953","79955","ENSG00000186862","PDZD7",44,37,56,43,57,74
"17597","81855","ENSG00000107819","SFXN3",1909,1850,1712,1660,1846,2103
"17537","81621","ENSG00000107821","KAZALD1",128,123,136,138,170,253
"31694","100038246","ENSG00000236311","TLX1NB",0,0,0,0,0,0
"2981","3195","ENSG00000107807","TLX1",0,0,0,0,3,0
"42783","101927396","ENSG00000237579","LINC01514",0,0,0,0,0,0
"9715","10660","ENSG00000138136","LBX1",0,0,0,0,0,0
"42801","101927419","ENSG00000229649","LINC02681",0,0,0,0,0,0
"54200","106480216","ENSG00000222238","RNU2-43P",0,0,0,0,0,0
"8168","8945","ENSG00000166167","BTRC",483,479,469,476,506,643
"54207","106480223","ENSG00000222414","RNU2-59P",0,0,0,0,0,0
"11248","25911","ENSG00000166171","DPCD",591,550,586,513,454,600
"12022","27343","ENSG00000166169","POLL",346,426,525,463,476,581
"38456","100422900","ENSG00000263436","MIR3158-1",0,0,0,0,0,0
"6088","6468","ENSG00000107829","FBXW4",480,530,626,682,919,938
"54064","106480079","ENSG00000222051","RNU6-1165P",0,0,0,0,0,0
"1998","2253","ENSG00000107831","FGF8",0,0,0,0,0,0
"9435","10360","ENSG00000107833","NPM3",901,906,576,484,483,521
"9764","10724","ENSG00000198408","OGA",3614,3818,3836,4425,4571,4627
"12908","30819","ENSG00000120049","KCNIP2",6,3,13,5,5,10
"16649","79591","ENSG00000120029","ARMH3",845,820,840,867,971,1000
"16820","79803","ENSG00000166189","HPS6",950,946,886,795,880,1049
"8091","8861","ENSG00000198728","LDB1",692,747,852,950,1059,1218
"10568","23082","ENSG00000148840","PPRC1",1149,1037,783,860,842,898
"8364","9221","ENSG00000166197","NOLC1",3626,3239,2164,2200,2055,2292
"17632","83401","ENSG00000119915","ELOVL3",15,17,22,11,19,14
"5007","5309","ENSG00000107859","PITX3",74,102,100,64,61,68
"7970","8729","ENSG00000107862","GBF1",4913,5176,4640,5447,5603,6150
"4544","4791","ENSG00000077150","NFKB2",2085,1861,1316,1423,1389,1539
"5330","5662","ENSG00000059915","PSD",22,81,28,20,25,33
"16509","79176","ENSG00000107872","FBXL15",305,332,365,348,424,528
"16325","79004","ENSG00000107874","CUEDC2",1457,1367,1515,1485,1765,1917
"28441","574447","ENSG00000202569","MIR146B",0,0,0,0,0,0
"38975","100505761","ENSG00000269609","C10orf95-AS1",12,10,33,37,31,27
"16946","79946","ENSG00000120055","C10orf95",0,0,0,0,2,3
"16860","79847","ENSG00000138111","MFSD13A",87,97,113,92,102,108
"9205","10121","ENSG00000138107","ACTR1A",4290,4343,4062,3710,5118,5575
"13563","51684","ENSG00000107882","SUFU",611,680,565,627,737,806
"52898","106478921","ENSG00000207029","RNU6-43P",0,0,0,0,0,0
"17522","81603","ENSG00000171206","TRIM8",2218,2384,1603,1821,2172,2275
"368","403","ENSG00000138175","ARL3",948,916,976,1138,1170,1377
"19574","118980","ENSG00000156398","SFXN2",154,138,118,117,104,105
"14024","54838","ENSG00000166272","WBP1L",1787,1824,2039,2059,2745,2749
"54089","106480104","ENSG00000252994","RNU6-1231P",0,0,0,0,0,0
"1421","1586","ENSG00000148795","CYP17A1",2,0,0,4,0,3
"54765","106480775","ENSG00000236937","PTGES3P4",0,0,1,2,0,0
"19577","119032","ENSG00000166275","BORCS7",301,289,273,257,362,387
"15377","57412","ENSG00000214435","AS3MT",0,0,0,0,0,0
"13995","54805","ENSG00000148842","CNNM2",190,199,283,306,400,420
"10483","22978","ENSG00000076685","NT5C2",663,782,824,866,1019,1050
"32239","100128863","ENSG00000237827","RPS15AP29",0,0,0,0,0,0
"31015","729020","ENSG00000235376","RPEL1",0,1,0,0,0,4
"8280","9118","ENSG00000148798","INA",5,21,5,6,7,5
"17893","84108","ENSG00000156374","PCGF6",399,419,289,342,342,316
"53549","106479562","ENSG00000212413","RNU11-3P",0,0,0,0,0,0
"6467","6877","ENSG00000148835","TAF5",216,217,114,162,157,156
"18262","84833","ENSG00000173915","ATP5MK",1510,1476,1193,1221,1338,1417
"10489","22984","ENSG00000148843","PDCD11",1842,1622,1106,1175,1224,1413
"13114","51063","ENSG00000138172","CALHM2",916,1028,1240,1181,1686,1768
"22724","255022","ENSG00000185933","CALHM1",1,2,5,4,4,2
"19584","119395","ENSG00000183128","CALHM3",0,0,0,0,0,0
"45257","102724341","ENSG00000235470","NEURL1-AS1",0,0,0,0,0,0
"8308","9148","ENSG00000107954","NEURL1",39,27,30,27,37,73
"8749","9644","ENSG00000107957","SH3PXD2A",3692,3796,2370,3056,4196,4591
"16985","79991","ENSG00000107960","STN1",1181,1093,960,1046,1097,1127
"8858","9748","ENSG00000065613","SLK",3334,3203,2199,2638,2850,2972
"55056","106481066","ENSG00000266754","RN7SL524P",0,0,0,0,0,0
"1169","1308","ENSG00000065618","COL17A1",54,47,34,50,25,35
"19583","119392","ENSG00000156384","SFR1",594,534,418,397,347,489
"17102","80217","ENSG00000197748","CFAP43",19,23,49,30,60,41
"30500","693194","ENSG00000208033","MIR609",0,0,0,0,0,0
"8582","9446","ENSG00000148834","GSTO1",5544,5121,3438,3009,3064,3551
"40083","100616323","ENSG00000266852","MIR4482",4,9,3,2,9,0
"19582","119391","ENSG00000065621","GSTO2",25,43,30,85,46,26
"18482","85450","ENSG00000148841","ITPRIP",2779,2633,1316,1345,1486,1688
"39006","100505869","ENSG00000231233","CFAP58-DT",20,18,28,17,17,31
"21485","159686","ENSG00000120051","CFAP58",20,18,18,3,1,6
"42879","101927523","ENSG00000225768","LINC02620",0,0,0,0,0,0
"51926","105378464","ENSG00000237761","LOC105378464",0,0,0,0,0,0
"10491","22986","ENSG00000156395","SORCS3",61,53,3,2,2,0
"39015","100505890","ENSG00000226387","SORCS3-AS1",0,0,0,0,0,0
"55312","106481325","ENSG00000207068","RNU6-463P",0,0,0,0,0,0
"61145","111082962","ENSG00000233477","PPIAP38",0,0,0,0,0,0
"51932","105378470","ENSG00000229775","LINC02624",0,0,0,0,0,0
"19260","114815","ENSG00000108018","SORCS1",0,0,0,0,0,1
"41105","100873591","ENSG00000200626","RNA5SP325",0,0,0,0,0,0
"41106","100873592","ENSG00000200079","RNA5SP326",0,0,0,0,0,0
"45724","103695365","ENSG00000229981","LINC01435",0,0,0,0,0,0
"54343","106480359","ENSG00000234544","PTGES3P5",0,0,0,0,0,0
"39844","100533849","ENSG00000224498","MAPKAPK5P1",0,0,0,0,0,0
"54908","106480918","ENSG00000222436","RN7SKP278",0,0,0,0,0,0
"55432","106481446","ENSG00000200217","RNU6-839P",0,0,0,0,0,0
"42205","100996851","ENSG00000270333","XIAPP1",0,0,0,0,0,0
"35281","100271424","ENSG00000224907","RPL21P91",0,0,0,0,0,0
"7094","7511","ENSG00000108039","XPNPEP1",2319,2239,1762,1847,1971,2017
"39029","100505933","ENSG00000203876","ADD3-AS1",3,2,8,11,12,14
"113","120","ENSG00000148700","ADD3",4588,4565,4374,4834,5640,5639
"41879","100874427","ENSG00000226734","SNRPGP12",0,0,0,0,0,0
"4361","4601","ENSG00000119950","MXI1",271,268,309,357,424,414
"9368","10285","ENSG00000119953","SMNDC1",1126,1160,970,1061,1116,1139
"1654","1847","ENSG00000138166","DUSP5",7098,7446,852,831,855,959
"35100","100271216","ENSG00000233518","RPL7P35",0,0,0,0,0,0
"8288","9126","ENSG00000108055","SMC3",2262,2153,1765,2370,2476,2423
"23082","282996","ENSG00000203867","RBM20",20,26,31,59,55,63
"53210","106479223","ENSG00000252036","RN7SKP288",0,0,0,0,0,0
"41107","100873593","ENSG00000199364","RNA5SP327",0,0,0,0,0,0
"11967","27250","ENSG00000150593","PDCD4",644,623,849,919,890,1037
"18889","92482","ENSG00000214413","BBIP1",363,316,336,345,367,456
"7450","8036","ENSG00000108061","SHOC2",1441,1342,1483,1440,1671,1865
"29179","644511","ENSG00000234118","RPL13AP6",5,7,5,12,11,16
"36621","100313921","ENSG00000221214","MIR548E",0,0,1,0,0,0
"138","150","ENSG00000150594","ADRA2A",0,0,0,3,0,0
"37417","100420392","ENSG00000237618","BTBD7P2",0,0,0,0,0,0
"32584","100129732","ENSG00000230809","RPS6P15",0,0,0,0,0,0
"15577","57678","ENSG00000119927","GPAM",557,570,579,666,698,805
"6595","6975","ENSG00000119913","TECTB",0,0,0,0,0,0
"25766","390003","ENSG00000243316","GUCY2GP",0,0,0,0,0,0
"13575","51703","ENSG00000197142","ACSL5",49,50,41,52,31,60
"16061","64429","ENSG00000023041","ZDHHC6",528,613,512,542,542,581
"20672","143187","ENSG00000151532","VTI1A",616,636,531,532,693,701
"38464","100422909","ENSG00000264763","MIR4295",0,0,0,0,0,0
"45661","103344931","ENSG00000260917","LOC103344931",186,123,110,130,119,151
"6544","6934","ENSG00000148737","TCF7L2",1231,1123,1349,1585,1731,1786
"35440","100271607","ENSG00000227560","RPS15AP30",0,0,0,0,1,0
"53074","106479087","ENSG00000238380","RNU7-165P",0,0,0,0,0,0
"61146","111082963","ENSG00000230018","PPIAP39",0,0,0,0,0,0
"2697","3026","ENSG00000148702","HABP2",2,0,2,2,0,5
"4649","4892","ENSG00000197893","NRAP",4,1,4,0,0,0
"764","840","ENSG00000165806","CASP7",823,779,655,647,962,1076
"16950","79949","ENSG00000148735","PLEKHS1",20,6,31,27,76,66
"9036","9937","ENSG00000198924","DCLRE1A",430,380,450,545,497,501
"25045","374354","ENSG00000196865","NHLRC2",971,966,727,909,964,921
"141","153","ENSG00000043591","ADRB1",0,3,0,0,0,0
"53865","106479879","ENSG00000253066","RNU6-709P",0,0,0,0,0,0
"35600","100287173","ENSG00000226582","UBE2V1P5",0,0,0,0,0,0
"14250","55088","ENSG00000165813","CCDC186",303,371,425,499,644,700
"14958","56165","ENSG00000095627","TDRD1",0,2,0,0,0,0
"24368","340706","ENSG00000165816","VWA2",0,0,0,0,0,0
"18151","84632","ENSG00000169129","AFAP1L2",23,17,14,41,28,19
"55018","106481028","ENSG00000242912","RN7SL384P",0,0,0,0,0,0
"3896","3983","ENSG00000099204","ABLIM1",14,17,14,19,38,21
"42988","101927692","ENSG00000228484","LOC101927692",0,0,0,0,0,0
"32799","100130319","ENSG00000215760","TAF9BP2",0,0,0,0,0,0
"15596","57700","ENSG00000151553","FHIP2A",1087,1128,1155,1336,1599,1628
"33119","100131338","ENSG00000226428","RPL15P13",0,0,0,0,0,0
"20669","142940","ENSG00000165832","TRUB1",976,871,819,865,938,898
"55765","106481780","ENSG00000252611","RNU6-1121P",0,1,0,0,0,0
"45371","102724589","ENSG00000236799","LINC02626",0,0,0,0,0,0
"11335","26033","ENSG00000107518","ATRNL1",3,1,0,0,1,0
"37416","100420389","ENSG00000270965","NTAN1P1",0,0,0,0,0,0
"2367","2674","ENSG00000151892","GFRA1",3,3,0,1,0,3
"25046","374355","ENSG00000182645","CCDC172",0,1,0,0,0,0
"19588","119548","ENSG00000203837","PNLIPRP3",1,1,0,0,5,2
"54030","106480045","ENSG00000200935","RNU6-1090P",0,0,0,0,0,0
"5084","5406","ENSG00000175535","PNLIP",0,0,0,0,0,0
"5085","5407","ENSG00000187021","PNLIPRP1",0,0,0,0,0,0
"20679","143379","ENSG00000165863","C10orf82",0,0,2,4,0,0
"51957","105378499","ENSG00000232767","HSPA12A-AS1",0,0,0,0,0,0
"22885","259217","ENSG00000165868","HSPA12A",476,432,315,298,344,378
"25391","387712","ENSG00000188316","ENO4",15,18,32,46,34,67
"15594","57698","ENSG00000187164","SHTN1",593,553,520,631,955,911
"10045","11023","ENSG00000148704","VAX1",0,0,0,0,0,0
"42998","101927704","ENSG00000234474","MIR3663HG",0,0,0,0,0,0
"38848","100500893","ENSG00000266782","MIR3663",0,0,0,0,0,0
"35263","100271404","ENSG00000236171","RPL12P26",0,0,0,0,0,0
"24111","338567","ENSG00000186795","KCNK18",0,0,0,0,0,0
"6189","6571","ENSG00000165646","SLC18A2",181,149,140,170,183,187
"19575","118987","ENSG00000165650","PDZD8",1323,1104,898,1044,1096,1243
"21898","196047","ENSG00000229847","EMX2OS",0,0,0,0,0,1
"1786","2018","ENSG00000170370","EMX2",0,0,0,0,0,0
"10374","22841","ENSG00000107560","RAB11FIP2",501,539,486,507,607,654
"22735","255082","ENSG00000177640","CASC2",33,29,61,61,71,67
"43026","101927760","ENSG00000238276","LINC02944",0,0,0,0,0,0
"15853","63877","ENSG00000165669","FAM204A",997,934,684,840,843,1073
"39095","100506126","ENSG00000232139","LINC00867",0,0,0,0,0,0
"54766","106480776","ENSG00000234309","SLC25A18P1",0,0,0,0,0,0
"2513","2834","ENSG00000119973","PRLHR",0,0,0,0,0,0
"20680","143384","ENSG00000151893","CACUL1",1786,1839,1570,1858,2132,2107
"31116","729340","ENSG00000236058","RPL17P36",0,6,8,2,1,11
"24369","340719","ENSG00000188613","NANOS1",109,118,180,152,234,224
"7907","8661","ENSG00000107581","EIF3A",10105,9860,6809,8336,8674,9210
"28655","641451","ENSG00000207468","SNORA19",0,0,0,0,0,0
"27039","404636","ENSG00000119979","DENND10",886,904,1136,1117,1237,1330
"19589","119559","ENSG00000183605","SFXN4",374,325,287,279,230,281
"9958","10935","ENSG00000165672","PRDX3",3879,3588,3148,2900,3326,3654
"2546","2869","ENSG00000198873","GRK5",693,706,636,733,673,701
"53481","106479494","ENSG00000242853","RN7SL749P",0,0,1,0,2,0
"40162","100616398","ENSG00000265719","MIR4681",0,0,0,0,0,0
"5644","6001","ENSG00000148908","RGS10",977,967,741,759,782,825
"6695","7073","ENSG00000151923","TIAL1",1924,1929,1455,1666,1899,2184
"29563","646119","ENSG00000227437","RPS8P4",0,0,0,0,0,0
"8655","9531","ENSG00000151929","BAG3",5260,4982,3729,4051,4244,4559
"10404","22876","ENSG00000198825","INPP5F",3886,3989,3502,3759,4022,4363
"53517","106479530","ENSG00000242818","RN7SL846P",0,0,0,0,0,0
"16900","79892","ENSG00000197771","MCMBP",2811,2795,2371,2118,2299,2529
"10222","11196","ENSG00000107651","SEC23IP",2013,2211,1880,1915,2332,2408
"40082","100616322","ENSG00000265370","MIR4682",0,0,0,0,0,0
"29955","651144","ENSG00000180230","NACAP2",0,0,0,0,0,0
"31136","729402","ENSG00000220842","RPL21P16",30,16,20,17,19,21
"21899","196051","ENSG00000203805","PLPP4",435,331,289,318,298,346
"27029","404216","ENSG00000177234","LINC01561",3,2,10,7,2,6
"23095","283089","ENSG00000227165","WDR11-DT",0,0,1,7,0,4
"14685","55717","ENSG00000120008","WDR11",1353,1431,1461,1519,1742,1908
"43112","101927889","ENSG00000227143","LINC01153",0,0,0,0,0,0
"53156","106479169","ENSG00000222979","RN7SKP167",0,0,0,0,0,0
"2009","2263","ENSG00000066468","FGFR2",0,0,0,0,0,1
"27300","414230","ENSG00000223540","RPS15AP5",0,0,0,0,0,0
"10137","11101","ENSG00000107669","ATE1",1188,1188,938,1093,1230,1299
"32983","100130887","ENSG00000226864","ATE1-AS1",19,12,39,33,16,27
"13979","54780","ENSG00000107672","NSMCE4A",679,641,468,423,415,507
"9644","10579","ENSG00000138162","TACC2",730,648,423,449,427,469
"19562","118663","ENSG00000138152","BTBD16",0,0,9,6,4,2
"53874","106479888","ENSG00000202245","RNU6-728P",0,0,0,0,0,0
"15768","59338","ENSG00000107679","PLEKHA1",632,615,577,598,692,784
"38822","100500866","ENSG00000265442","MIR3941",0,0,0,0,0,0
"25392","387715","ENSG00000254636","ARMS2",0,0,0,0,1,0
"5325","5654","ENSG00000166033","HTRA1",3965,4191,6230,6532,8680,9326
"1567","1755","ENSG00000187908","DMBT1",20,14,8,17,15,12
"26438","399814","ENSG00000183559","C10orf120",0,0,0,0,0,0
"25148","375940","ENSG00000176584","DMBT1L1",0,0,0,0,2,0
"12968","50624","ENSG00000138161","CUZD1",29,35,11,12,43,39
"21931","196792","ENSG00000213185","FAM24B",6,4,1,4,6,8
"26439","399815","ENSG00000255624","C10orf88B",25,14,9,11,15,14
"19563","118670","ENSG00000203795","FAM24A",0,0,0,0,0,0
"16995","80007","ENSG00000119965","C10orf88",346,330,230,256,218,286
"19564","118672","ENSG00000179988","PSTK",24,27,28,27,30,51
"16032","64376","ENSG00000095574","IKZF5",498,469,366,396,512,607
"40","36","ENSG00000196177","ACADSB",368,371,581,601,562,586
"24373","340784","ENSG00000188620","HMX3",3,6,0,0,0,0
"2957","3167","ENSG00000188816","HMX2",0,0,0,0,0,0
"8336","9184","ENSG00000154473","BUB3",3810,3657,2918,3040,3000,3188
"2528","2849","ENSG00000154478","GPR26",0,0,0,0,0,0
"19590","119587","ENSG00000121898","CPXM2",0,0,2,0,0,0
"13381","51363","ENSG00000182022","CHST15",671,676,981,981,1050,1013
"4694","4942","ENSG00000065154","OAT",2152,2038,2318,2186,2776,3082
"25769","390010","ENSG00000229544","NKX1-2",0,0,0,0,0,0
"15929","64077","ENSG00000107902","LHPP",80,79,147,156,194,195
"8789","9679","ENSG00000189319","FAM53B",206,191,289,282,357,367
"26440","399818","ENSG00000203791","EEF1AKMT2",107,102,90,85,121,131
"10642","23172","ENSG00000165660","ABRAXAS2",671,668,680,685,700,767
"13970","54764","ENSG00000019995","ZRANB1",981,1083,913,938,1265,1292
"1336","1488","ENSG00000175029","CTBP2",1471,1430,1387,1419,1741,1741
"38594","100423041","ENSG00000264572","MIR4296",0,0,0,0,0,0
"35242","100271380","ENSG00000233135","RPS27P18",0,0,0,0,0,0
"33834","100169752","ENSG00000237675","TEX36-AS1",0,0,0,0,0,0
"25393","387718","ENSG00000175018","TEX36",0,0,0,0,0,0
"23090","283038","ENSG00000228021","LOC283038",0,0,0,0,0,1
"26441","399821","ENSG00000224023","EDRF1-DT",0,0,0,0,1,3
"11388","26098","ENSG00000107938","EDRF1",256,283,264,286,306,272
"43169","101927983","ENSG00000236991","EDRF1-AS1",1,0,0,0,0,2
"19569","118856","ENSG00000154485","MMP21",0,0,0,0,0,0
"6991","7390","ENSG00000188690","UROS",1058,1032,1070,982,1228,1307
"40087","100616327","ENSG00000265092","MIR4484",0,0,0,0,0,0
"15030","56647","ENSG00000107949","BCCIP",1474,1359,961,919,1014,1097
"14729","55760","ENSG00000089876","DHX32",1134,1131,837,934,1059,1165
"55633","106481647","ENSG00000222629","RNU2-42P",0,0,0,0,0,0
"18895","92565","ENSG00000203780","FANK1",25,31,41,19,29,28
"42433","101410540","ENSG00000233409","FANK1-AS1",0,0,0,0,0,0
"7451","8038","ENSG00000148848","ADAM12",4632,4935,2603,3296,4610,4578
"41108","100873594","ENSG00000222740","RNA5SP328",0,0,0,0,0,0
"42364","101101772","ENSG00000235180","LINC00601",38,44,27,32,56,39
"19561","118611","ENSG00000154493","C10orf90",102,134,75,88,74,79
"1596","1793","ENSG00000150760","DOCK1",2493,2672,1933,2293,2483,2536
"28817","642938","ENSG00000188916","INSYN2A",137,93,30,36,6,41
"28527","594857","ENSG00000214285","NPS",0,3,3,0,0,0
"26442","399823","ENSG00000186766","FOXI2",0,0,0,0,0,0
"19586","119467","ENSG00000180745","CLRN3",5,2,2,9,5,3
"5459","5791","ENSG00000132334","PTPRE",2353,2232,1377,1539,1687,1862
"4158","4288","ENSG00000148773","MKI67",432,349,207,381,419,508
"30774","728327","ENSG00000224190","LINC02667",0,0,0,0,0,0
"4130","4255","ENSG00000170430","MGMT",0,0,1,1,0,0
"22653","253738","ENSG00000108001","EBF3",0,0,0,0,0,2
"38430","100422873","ENSG00000266676","MIR4297",0,0,0,0,0,0
"25394","387723","ENSG00000237489","C10orf143",8,5,7,3,6,2
"19585","119437","ENSG00000233122","CTAGE7P",2,0,0,1,0,1
"9601","10539","ENSG00000108010","GLRX3",2046,1963,1384,1304,1344,1472
"38424","100422867","ENSG00000264803","MIR378C",0,0,0,0,0,0
"22819","256536","ENSG00000176769","TCERG1L",0,3,3,0,0,0
"42851","101927489","ENSG00000230098","TCERG1L-AS1",0,0,0,0,0,0
"26443","399827","ENSG00000189275","LINC01164",0,0,0,0,0,0
"14800","55844","ENSG00000175470","PPP2R2D",772,789,616,669,831,875
"592","664","ENSG00000176171","BNIP3",1018,1086,959,840,1052,1166
"23078","282973","ENSG00000188385","JAKMIP3",1,0,1,10,5,4
"9636","10570","ENSG00000151640","DPYSL4",2,0,0,3,10,3
"23079","282974","ENSG00000165752","STK32C",341,308,300,221,335,381
"17146","80313","ENSG00000148814","LRRC27",179,196,276,240,273,357
"21731","170394","ENSG00000171813","PWWP2B",273,267,302,254,289,278
"3337","3632","ENSG00000068383","INPP5A",647,670,724,699,781,949
"18098","84504","ENSG00000148826","NKX6-2",0,0,0,0,0,2
"13977","54777","ENSG00000171811","CFAP46",15,14,32,17,17,24
"42926","101927590","ENSG00000232903","LINC01166",0,0,0,0,0,0
"45727","103695432","ENSG00000224758","LINC01167",0,0,0,0,0,0
"26444","399829","ENSG00000240707","LINC01168",4,3,0,0,0,0
"18066","84435","ENSG00000197177","ADGRA1",0,0,0,0,0,0
"33171","100131535","ENSG00000235264","RPL5P28",0,0,0,0,0,0
"18476","85442","ENSG00000171798","KNDC1",30,22,16,17,26,31
